curriculum_vocab_id,curriculum_word,curriculum_version,master_word,cefr,freq_rank,freq_grade,meaning_ko,match_type
6568,overlap,2022,Overlap,B1,2059,중빈도,겹치다,exact
6569,overlook,2022,Overlook,B2,3052,중빈도,간과하다,exact
6570,overnight,2022,Overnight,A2,2800,중빈도,"하룻밤 사이에, 밤새도록",exact
6571,overwhelm,2022,,,,,,none
6572,owe,2022,Owe,A2,2489,고빈도,빚지다,exact
6573,own,2022,Own,A1,2795,고빈도,소유하다,exact
6575,pace,2022,Pace,B2,4266,고빈도,서성이다,exact
6576,pack,2022,Pack,A2,2921,고빈도,싸다,exact
6577,pad,2022,Pad,A2,2500,중빈도,"덧대는 물건, 메모장",exact
6578,page,2022,Page,A1,500,고빈도,"페이지, 쪽",exact
6579,pain,2022,Pain,A1,600,고빈도,"고통, 아픔",exact
6580,paint,2022,Paint,A1,2865,고빈도,칠하다,exact
6581,pair,2022,Pair,A1,400,고빈도,"한 쌍, 두 개",exact
6582,palace,2022,Palace,A1,1800,중빈도,궁전,exact
6583,pale,2022,Pale,A1,1600,중빈도,"창백한, 옅은",exact
6584,palm,2022,Palm,A1,1500,중빈도,"손바닥, 야자나무",exact
6585,pan,2022,Pan,A1,800,고빈도,"팬, 냄비",exact
6586,panel,2022,Panel,B1,2800,중빈도,"패널, 판",exact
6587,panic,2022,Panic,A2,2500,중빈도,"공황, 공포",exact
6588,pants,2022,Pants,A1,800,고빈도,바지,exact
6589,paper,2022,Paper,A1,200,고빈도,"종이, 서류",exact
6590,parade,2022,Parade,A1,2500,중빈도,"퍼레이드, 행진",exact
6591,paragraph,2022,Paragraph,A2,1800,고빈도,"단락, 문단",exact
6592,parallel,2022,Parallel,B1,2500,중빈도,"평행한, 유사한",exact
6593,pardon,2022,Pardon,B1,6878,중빈도,용서하다,exact
6594,parent,2022,Parent,A1,300,고빈도,부모,exact
6595,park,2022,Park,A2,4301,고빈도,주차하다,exact
6596,parliament,2022,Parliament,B1,3000,중빈도,"의회, 국회",exact
6597,part,2022,Part,A1,50,고빈도,"부분, 역할",exact
6598,participate,2022,Participate,B1,2514,중빈도,참여하다,exact
6599,particle,2022,Particle,B1,2300,중빈도,"입자, 미립자",exact
6600,partner,2022,Partner,A1,1522,고빈도,"파트너, 동반자",exact
6601,party,2022,Party,A2,7300,고빈도,파티하다,exact
6602,pass,2022,Pass,A1,3740,최고빈도,지나가다,exact
6603,passage,2022,Passage,A2,1584,고빈도,"(글의) 구절, 지문; 통로",exact
6604,passenger,2022,Passenger,A1,800,고빈도,승객,exact
6605,passion,2022,Passion,B1,1500,중빈도,"열정, 격정",exact
6606,passport,2022,Passport,A1,900,고빈도,여권,exact
6607,past,2022,Past,A2,150,고빈도,과거,exact
6608,pat,2022,Pat,B1,4928,중빈도,토닥이다,exact
6609,patch,2022,Patch,B1,8096,중빈도,땜질하다,exact
6610,patent,2022,Patent,B2,5200,중빈도,"특허, 특허권",exact
6611,path,2022,Path,A1,750,고빈도,"길, 통로",exact
6612,patient,2022,Patient,A2,600,고빈도,환자,exact
6613,pattern,2022,Pattern,A1,400,고빈도,무늬|양식|패턴,exact
6614,pause,2022,Pause,A2,2551,고빈도,멈추다,exact
6615,pave,2022,,,,,,none
6616,pay,2022,Pay,A2,2498,고빈도,지불하다,exact
6617,peak,2022,Peak,A2,1648,고빈도,"정상, 절정",exact
6618,pear,2022,Pear,A1,3200,중빈도,배,exact
6619,peasant,2022,Peasant,B1,6500,저빈도,"소작농, 농부",exact
6620,peel,2022,Peel,A2,2280,고빈도,껍질을 벗기다,exact
6621,peer,2022,Peer,B1,1778,중빈도,"동료, 또래",exact
6622,pen,2022,Pen,A1,300,고빈도,펜,exact
6623,penalty,2022,Penalty,A2,1585,고빈도,"처벌, 벌금",exact
6624,pencil,2022,Pencil,A1,800,고빈도,연필,exact
6625,people,2022,People,A1,100,고빈도,사람들,exact
6626,pepper,2022,Pepper,A1,900,고빈도,"후추, 고추",exact
6627,per,2022,Per,A2,200,고빈도,"~당, ~마다",exact
6628,perceive,2022,Perceive,B1,1810,중빈도,"인식하다, 감지하다",exact
6629,perfect,2022,Perfect,B2,4365,고빈도,완벽하게하다,exact
6630,perform,2022,Perform,A2,2343,고빈도,공연하다,exact
6631,perhaps,2022,Perhaps,A2,300,고빈도,아마도,exact
6632,period,2022,Period,A2,300,고빈도,"기간, 시대, 마침표",exact
6633,permanent,2022,Permanent,B1,2500,중빈도,영구적인,exact
6634,permit,2022,Permit,B1,2941,중빈도,허가하다,exact
6635,persist,2022,Persist,B1,1963,중빈도,"지속하다, 고집하다",exact
6636,perspective,2022,Perspective,B1,1563,중빈도,고빈도,exact
6637,persuade,2022,Persuade,B1,2430,중빈도,설득하다,exact
6638,pet,2022,Pet,A1,800,고빈도,애완동물,exact
6639,phase,2022,Phase,B1,1500,중빈도,"단계, 국면, 시기",exact
6640,phenomenon,2022,Phenomenon,B1,1635,중빈도,현상,exact
6641,philosophy,2022,Philosophy,B1,1200,중빈도,철학,exact
6642,phrase,2022,Phrase,A2,1345,고빈도,"구, 어구",exact
6643,physical,2022,Physical,A2,1456,고빈도,"물리적인, 신체의",exact
6644,physics,2022,Physics,A2,1800,중빈도,물리학,exact
6645,piano,2022,Piano,A1,800,고빈도,피아노,exact
6646,pick,2022,Pick,A1,2719,고빈도,고르다,exact
6647,picnic,2022,Picnic,A1,2000,중빈도,소풍,exact
6648,picture,2022,Picture,A2,6634,고빈도,상상하다,exact
6649,pie,2022,Pie,A1,1800,중빈도,파이,exact
6650,piece,2022,Piece,A1,300,고빈도,"조각, 부분",exact
6651,pig,2022,Pig,A1,789,고빈도,돼지,exact
6652,pile,2022,Pile,A1,1632,고빈도,"더미, 쌓다",exact
6653,pill,2022,Pill,A2,1234,고빈도,알약,exact
6654,pilot,2022,Pilot,A1,876,고빈도,조종사,exact
6655,pin,2022,Pin,A1,1837,고빈도,핀,exact
6656,pinch,2022,Pinch,A2,2210,고빈도,꼬집다,exact
6657,pine,2022,Pine,A1,1543,고빈도,소나무,exact
6658,pink,2022,Pink,A1,1200,고빈도,분홍색의,exact
6659,pioneer,2022,Pioneer,B1,1915,중빈도,개척자,exact
6660,pipe,2022,Pipe,A2,2800,중빈도,"파이프, 관",exact
6661,pitch,2022,Pitch,B1,2339,중빈도,던지다,exact
6662,pity,2022,Pity,A1,2500,중빈도,"연민, 동정심",exact
6663,pizza,2022,Pizza,A1,789,고빈도,피자,exact
6664,plain,2022,Plain,A1,654,고빈도,"평범한, 분명한, 솔직한",exact
6665,plan,2022,Plan,A2,2929,고빈도,계획하다,exact
6666,plane,2022,Plane,A1,1501,고빈도,비행기,exact
6667,planet,2022,Planet,A1,456,고빈도,행성,exact
6668,plant,2022,Plant,A2,7251,고빈도,심다,exact
6669,plastic,2022,Plastic,A1,1200,고빈도,플라스틱,exact
6670,plate,2022,Plate,A1,800,고빈도,"접시, 판",exact
6671,platform,2022,Platform,A2,1200,중빈도,"플랫폼, 승강장, 강령",exact
6672,play,2022,Play,A1,2755,최고빈도,놀다,exact
6673,plenty,2022,,,,,,none
6674,plot,2022,Plot,A2,1694,고빈도,"줄거리, 음모",exact
6675,plus,2022,Plus,A1,500,고빈도,"더하기, 게다가",exact
6676,pocket,2022,Pocket,A1,800,고빈도,주머니,exact
6677,poem,2022,Poem,A1,900,고빈도,시,exact
6678,poet,2022,Poet,A2,2100,중빈도,시인,exact
6679,point,2022,Point,A2,3440,최고빈도,가리키다,exact
6680,poison,2022,Poison,A2,2500,중빈도,"독, 독약",exact
6681,police,2022,Police,A1,500,고빈도,경찰,exact
6682,policy,2022,Policy,B1,1200,중빈도,"정책, 방침",exact
6683,polish,2022,Polish,B1,2288,중빈도,광을 내다,exact
6684,polite,2022,Polite,A1,900,고빈도,"공손한, 예의 바른",exact
6685,politics,2022,Politics,B1,1500,중빈도,정치,exact
6686,poll,2022,Poll,B1,1618,중빈도,"여론조사, 투표",exact
6687,pollute,2022,Pollute,A2,2800,중빈도,오염시키다,exact
6688,pond,2022,Pond,A1,1800,고빈도,연못,exact
6689,pool,2022,Pool,A1,1234,중빈도,"수영장, 웅덩이",exact
6690,poor,2022,Poor,A1,345,고빈도,"가난한, 불쌍한, 형편없는",exact
6691,pop,2022,Pop,A2,789,고빈도,"팝, 펑 하는 소리, 대중 음악",exact
6692,popular,2022,Popular,A1,234,고빈도,"인기 있는, 유명한",exact
6693,populate,2022,,,,,,none
6694,pork,2022,Pork,A1,2800,고빈도,돼지고기,exact
6695,port,2022,Port,A2,1800,고빈도,항구,exact
6696,portion,2022,Portion,A2,1642,고빈도,"부분, 몫",exact
6697,portrait,2022,Portrait,A2,1729,고빈도,초상화,exact
6698,pose,2022,Pose,A2,1910,고빈도,"자세를 취하다, 제기하다",exact
6699,posit,2022,Posit,B2,7200,저빈도,"가정하다, 단정하다",exact
6700,possess,2022,Possess,B1,1666,고빈도,소유하다,exact
6701,possible,2022,Possible,A2,200,고빈도,가능한,exact
6702,pot,2022,Pot,A1,900,고빈도,"냄비, 화분",exact
6703,potato,2022,Potato,A1,1200,고빈도,감자,exact
6704,potential,2022,Potential,B1,3720,중빈도,가능성|잠재력,exact
6705,pour,2022,Pour,A2,2768,고빈도,붓다,exact
6706,powder,2022,Powder,A1,1200,고빈도,"가루, 분말",exact
6707,power,2022,Power,A2,300,고빈도,"힘, 권력, 에너지",exact
6708,practical,2022,Practical,A2,800,고빈도,"실용적인, 현실적인",exact
6709,praise,2022,Praise,A2,1545,고빈도,칭찬하다,exact
6710,pray,2022,Pray,A1,1616,고빈도,기도하다,exact
6711,preach,2022,Preach,B1,2205,중빈도,설교하다,exact
6712,precede,2022,precede,B2,8585,중빈도,"선행하다, 앞서다",exact
6713,precise,2022,Precise,B1,2500,중빈도,"정확한, 정밀한",exact
6714,predator,2022,Predator,B1,3500,중빈도,"포식자, 약탈자",exact
6715,predict,2022,Predict,B1,3028,중빈도,예측하다,exact
6716,prefer,2022,Prefer,A2,2720,고빈도,선호하다,exact
6717,pregnant,2022,Pregnant,A2,2800,중빈도,임신한,exact
6718,prejudice,2022,Prejudice,B1,3200,중빈도,편견,exact
6719,premium,2022,Premium,B1,3000,중빈도,"보험료, 할증료, 고급의",exact
6720,prepare,2022,Prepare,A2,2928,고빈도,준비하다,exact
6721,prescribe,2022,Prescribe,B2,3170,저빈도,처방하다,exact
6722,presence,2022,Presence,B1,1500,중빈도,"존재, 참석",exact
6723,present,2022,Present,A2,3270,최고빈도,발표하다,exact
6724,preserve,2022,Preserve,B1,2525,중빈도,보존하다,exact
6725,preside,2022,Preside,B2,6000,저빈도,"사회하다, 주재하다",exact
6726,press,2022,Press,A2,2890,고빈도,누르다,exact
6727,presume,2022,Presume,C1,4009,중빈도,추정하다,exact
6728,pretend,2022,Pretend,A2,900,고빈도,가장하다|~인 척하다,exact
6729,pretty,2022,Pretty,A1,100,고빈도,예쁜|귀여운|꽤,exact
6730,prevail,2022,Prevail,B1,2063,중빈도,우세하다,exact
6731,prevent,2022,Prevent,B1,2574,중빈도,예방하다,exact
6732,previous,2022,Previous,A2,150,고빈도,"이전의, 앞의",exact
6733,prey,2022,Prey,B1,2500,중빈도,"먹이, 희생자",exact
6734,price,2022,Price,A1,300,고빈도,가격,exact
6735,pride,2022,Pride,A2,800,중빈도,"자부심, 긍지",exact
6736,priest,2022,Priest,A2,1800,중빈도,"성직자, 신부",exact
6737,primitive,2022,Primitive,B1,2500,중빈도,"원시의, 초기의, 미개한",exact
6738,prince,2022,Prince,A1,800,고빈도,왕자,exact
6739,principal,2022,Principal,A2,1000,중빈도,"교장, 주된, 주요한",exact
6740,principle,2022,Principle,B1,900,중빈도,"원리, 원칙",exact
6741,print,2022,Print,A2,2376,고빈도,인쇄하다,exact
6742,prior,2022,Prior,B1,1800,중빈도,"사전의, 우선하는",exact
6743,prison,2022,Prison,A2,800,고빈도,"교도소, 감옥",exact
6744,privacy,2022,Privacy,B1,2000,중빈도,"사생활, 사적 자유",exact
6745,private,2022,Private,A2,700,고빈도,"개인의, 사적인; 사립의",exact
6746,privilege,2022,Privilege,B1,1775,중빈도,특권,exact
6747,prize,2022,Prize,B2,7612,중빈도,소중히여기다,exact
6748,problem,2022,Problem,A1,200,고빈도,"문제, 어려움",exact
6749,process,2022,Process,B1,3105,중빈도,처리하다,exact
6750,produce,2022,Produce,B1,2862,중빈도,생산하다,exact
6751,profession,2022,Profession,B1,2500,중빈도,"직업, 전문직",exact
6752,professor,2022,Professor,A2,1800,중빈도,교수,exact
6753,profile,2022,Profile,A2,1858,고빈도,"프로필, 윤곽",exact
6754,profit,2022,Profit,B2,4150,고빈도,이익얻다,exact
6755,profound,2022,profound,B2,8586,중빈도,"심오한, 깊은",exact
6756,progress,2022,Progress,B1,2546,중빈도,진행하다,exact
6757,prohibit,2022,Prohibit,B2,3339,중빈도,금지하다,exact
6758,project,2022,Project,A1,500,고빈도,"프로젝트, 계획",exact
6759,prominent,2022,Prominent,B1,2000,중빈도,"눈에 띄는, 중요한",exact
6760,promise,2022,Promise,A2,3213,고빈도,약속하다,exact
6761,promote,2022,Promote,B1,2506,중빈도,승진시키다,exact
6762,prompt,2022,Prompt,B1,1659,중빈도,즉각적인,exact
6763,proof,2022,Proof,A2,1581,고빈도,고빈도,exact
6764,proper,2022,Proper,A2,900,고빈도,"적절한, 올바른",exact
6765,property,2022,Property,B1,1500,중빈도,"재산, 속성",exact
6766,proportion,2022,Proportion,B1,2500,중빈도,"비율, 균형",exact
6767,propose,2022,Propose,B1,2447,중빈도,제안하다,exact
6768,prospect,2022,Prospect,B1,2033,중빈도,"전망, 가능성",exact
6769,prosper,2022,Prosper,C1,4343,중빈도,번영하다,exact
6770,protect,2022,Protect,A2,2521,고빈도,보호하다,exact
6771,protein,2022,Protein,A2,2500,중빈도,단백질,exact
6772,protest,2022,Protest,B2,4179,고빈도,항의하다,exact
6773,proud,2022,Proud,A1,800,고빈도,"자랑스러운, 긍지를 느끼는",exact
6774,prove,2022,Prove,B1,3008,중빈도,증명하다,exact
6775,provide,2022,Provide,A2,2483,고빈도,제공하다,exact
6776,province,2022,Province,B1,1658,중빈도,"지방, 도",exact
6777,provoke,2022,Provoke,B1,2165,중빈도,자극하다,exact
6778,psychology,2022,Psychology,B2,2500,중빈도,심리학,exact
6779,pub,2022,Pub,A2,3200,중빈도,"술집, 대중 음식점",exact
6780,public,2022,Public,A2,200,고빈도,"공공의, 대중의",exact
6781,publish,2022,Publish,B1,2362,중빈도,출판하다,exact
6782,pull,2022,Pull,A1,2828,고빈도,당기다,exact
6783,pump,2022,Pump,A2,1886,고빈도,펌프,exact
6784,punch,2022,Punch,A2,1689,고빈도,주먹으로 치다,exact
6785,punish,2022,Punish,A2,5800,고빈도,처벌하다,exact
6786,pupil,2022,Pupil,A1,1500,고빈도,"학생, 제자",exact
6787,puppy,2022,,,,,,none
6788,purchase,2022,Purchase,B1,2495,중빈도,구매하다,exact
6789,pure,2022,Pure,A1,1800,고빈도,"순수한, 깨끗한",exact
6790,purple,2022,Purple,A1,1900,고빈도,보라색의,exact
6791,purpose,2022,Purpose,A2,500,고빈도,"목적, 의도",exact
6792,pursue,2022,Pursue,B2,3745,고빈도,추구하다,exact
6793,push,2022,Push,A1,2827,고빈도,밀다,exact
6794,put,2022,Put,A1,3062,최고빈도,놓다,exact
6795,puzzle,2022,Puzzle,B1,5430,중빈도,당황하게 하다,exact
6797,quantity,2022,Quantity,A2,1567,고빈도,"양, 수량",exact
6798,quarter,2022,Quarter,A1,700,고빈도,"4분의 1; 15분; 25센트 동전; 지역, 구역",exact
6799,queen,2022,Queen,A1,800,고빈도,여왕,exact
6800,question,2022,Question,A2,2637,고빈도,질문하다,exact
6801,questionnaire,2022,Questionnaire,B1,2500,중빈도,설문지,exact
6802,quick,2022,Quick,A1,200,고빈도,빠른,exact
6803,quiet,2022,Quiet,A1,400,고빈도,조용한,exact
6804,quit,2022,Quit,A2,2554,고빈도,그만두다,exact
6805,quite,2022,Quite,A2,150,고빈도,"꽤, 상당히, 아주",exact
6806,quiz,2022,Quiz,B1,5774,중빈도,퀴즈를 내다,exact
6807,quote,2022,Quote,B1,2467,중빈도,인용하다,exact
6809,rabbit,2022,Rabbit,A1,800,고빈도,토끼,exact
6810,radio,2022,Radio,A1,800,고빈도,라디오,exact
6811,rage,2022,Rage,A2,1879,고빈도,분노,exact
6812,rail,2022,Rail,A2,2800,중빈도,"난간, 철로",exact
6813,rain,2022,Rain,A1,500,고빈도,비,exact
6814,rainbow,2022,Rainbow,A1,1800,중빈도,무지개,exact
6815,raise,2022,Raise,A2,2824,고빈도,올리다,exact
6816,rally,2022,Rally,B2,4181,중빈도,집회하다,exact
6817,random,2022,Random,A2,1556,고빈도,고빈도고빈도,exact
6818,range,2022,Range,B1,500,고빈도,"범위, 영역, 산맥",exact
6819,rank,2022,Rank,B1,2401,중빈도,순위를 매기다,exact
6820,rapid,2022,Rapid,B1,2000,중빈도,"빠른, 신속한",exact
6821,rare,2022,Rare,A1,1559,고빈도,"드문, 희귀한",exact
6822,rat,2022,Rat,A1,2500,중빈도,쥐,exact
6823,rate,2022,Rate,B1,3021,중빈도,평가하다,exact
6824,rather,2022,Rather,A2,500,고빈도,"오히려, 차라리",exact
6825,rational,2022,Rational,B1,1704,중빈도,합리적인,exact
6826,raw,2022,Raw,A1,1908,고빈도,"날것의, 가공되지 않은",exact
6827,reach,2022,Reach,A2,3741,최고빈도,도달하다,exact
6828,react,2022,React,B1,2651,중빈도,반응하다,exact
6829,read,2022,Read,A1,2704,최고빈도,읽다,exact
6830,ready,2022,Ready,A1,3138,고빈도,준비시키다,exact
6831,rear,2022,Rear,A2,2500,중빈도,"뒤, 후방",exact
6832,rebel,2022,Rebel,B2,4182,중빈도,반란하다,exact
6833,receipt,2022,Receipt,A1,1245,고빈도,영수증,exact
6834,recent,2022,Recent,A2,876,고빈도,"최근의, 근래의",exact
6835,recipe,2022,Recipe,A1,1234,고빈도,"요리법, 조리법",exact
6836,recognize,2022,Recognize,B1,2610,중빈도,인식하다,exact
6837,recommend,2022,Recommend,B1,2445,중빈도,추천하다,exact
6838,record,2022,Record,A2,2361,고빈도,녹음하다,exact
6839,recover,2022,Recover,B1,3165,중빈도,회복하다,exact
6840,recreation,2022,Recreation,B1,2987,중빈도,"오락, 여가 활동",exact
6841,recruit,2022,Recruit,B1,2507,중빈도,채용하다,exact
6842,red,2022,Red,A1,200,고빈도,빨간색의,exact
6843,reduce,2022,Reduce,B1,2536,중빈도,줄이다,exact
6844,refer,2022,Refer,B1,2981,중빈도,언급하다,exact
6845,refine,2022,Refine,C1,4364,중빈도,정제하다,exact
6846,reflect,2022,Reflect,A2,1596,고빈도,반영하다; 반사하다; 숙고하다,exact
6847,reform,2022,Reform,B1,2500,중빈도,개혁,exact
6848,refrigerate,2022,,,,,,none
6849,refuse,2022,Refuse,A2,2451,고빈도,거절하다,exact
6850,regard,2022,Regard,B1,900,고빈도,"존경, 관심, 고려",exact
6851,region,2022,Region,A2,600,고빈도,"지역, 지방",exact
6852,register,2022,Register,B1,2935,중빈도,등록하다,exact
6853,regret,2022,Regret,A2,5454,고빈도,후회하다,exact
6854,regular,2022,Regular,A1,500,고빈도,"규칙적인, 정기적인, 보통의",exact
6855,regulate,2022,Regulate,B2,3344,중빈도,규제하다,exact
6856,reinforce,2022,Reinforce,B1,3800,중빈도,"강화하다, 보강하다",exact
6857,reject,2022,Reject,B1,2416,중빈도,거부하다,exact
6858,relax,2022,Relax,A2,3174,고빈도,휴식하다,exact
6859,release,2022,Release,B1,2947,중빈도,풀어주다,exact
6860,relevant,2022,Relevant,B1,1500,중빈도,"관련 있는, 적절한",exact
6861,relief,2022,Relief,A2,1964,고빈도,"안도, 경감",exact
6862,relieve,2022,Relieve,B1,1802,중빈도,"완화하다, 해소하다",exact
6863,religion,2022,Religion,A2,1571,고빈도,고빈도,exact
6864,reluctant,2022,Reluctant,B1,2500,중빈도,"마지못해 하는, 꺼리는",exact
6865,rely,2022,Rely,B1,3004,중빈도,의지하다,exact
6866,remain,2022,Remain,B1,2738,중빈도,남다,exact
6867,remark,2022,Remark,B1,1806,고빈도,"발언, 언급",exact
6868,remedy,2022,Remedy,B1,3200,중빈도,"치료(법), 해결책",exact
6869,remember,2022,Remember,A1,2607,고빈도,기억하다,exact
6870,remind,2022,Remind,A2,2676,고빈도,상기시키다,exact
6871,remote,2022,Remote,A2,1800,중빈도,"먼, 외딴",exact
6872,remove,2022,Remove,A2,2576,고빈도,제거하다,exact
6873,rent,2022,Rent,A1,700,고빈도,"임대하다, 빌리다, 임차하다",exact
6874,repair,2022,Repair,A2,2527,고빈도,수리하다,exact
6875,repeat,2022,Repeat,A2,3134,고빈도,반복하다,exact
6876,replace,2022,Replace,A2,2529,고빈도,교체하다,exact
6877,reply,2022,Reply,A2,2468,고빈도,대답하다,exact
6878,report,2022,Report,A2,2475,고빈도,보고하다,exact
6879,represent,2022,Represent,A2,1589,고빈도,"나타내다, 대표하다",exact
6880,republic,2022,Republic,B1,1590,중빈도,공화국,exact
6881,reputation,2022,Reputation,B1,1800,중빈도,"평판, 명성",exact
6882,request,2022,Request,A2,2448,고빈도,요청하다,exact
6883,require,2022,Require,B1,2644,중빈도,요구하다,exact
6884,rescue,2022,Rescue,A2,1862,고빈도,구조하다,exact
6885,research,2022,Research,B1,2600,중빈도,연구하다,exact
6886,resemble,2022,Resemble,B1,1711,중빈도,닮다,exact
6887,reserve,2022,Reserve,B1,2933,중빈도,예약하다,exact
6888,reside,2022,reside,B2,8592,중빈도,거주하다,exact
6889,resign,2022,Resign,B1,2505,중빈도,사임하다,exact
6890,resist,2022,Resist,B1,3150,중빈도,저항하다,exact
6891,resolve,2022,Resolve,B1,2568,중빈도,해결하다,exact
6892,resort,2022,Resort,A2,2800,중빈도,"휴양지, 의지",exact
6893,resource,2022,Resource,B1,800,고빈도,"자원, 재원",exact
6894,respond,2022,Respond,B1,2469,중빈도,응답하다,exact
6895,responsible,2022,Responsible,A2,700,고빈도,"책임 있는, 책임져야 할",exact
6896,rest,2022,Rest,A2,8421,고빈도,쉬다,exact
6897,restaurant,2022,Restaurant,A1,800,고빈도,"식당, 레스토랑",exact
6898,restore,2022,Restore,B1,2530,중빈도,복원하다,exact
6899,restrain,2022,Restrain,B1,1961,중빈도,억제하다,exact
6900,restrict,2022,Restrict,B2,3341,중빈도,제한하다,exact
6901,restroom,2022,,,,,,none
6902,result,2022,Result,B1,2994,중빈도,결과가 되다,exact
6903,resume,2022,Resume,B1,1665,중빈도,재개하다,exact
6904,retail,2022,Retail,B1,5589,중빈도,소매하다,exact
6905,retain,2022,Retain,B1,1836,중빈도,"유지하다, 보유하다",exact
6906,retire,2022,Retire,B1,2504,중빈도,은퇴하다,exact
6907,retreat,2022,Retreat,B1,1956,중빈도,후퇴하다,exact
6908,return,2022,Return,A2,2847,고빈도,돌아오다,exact
6909,reveal,2022,Reveal,B1,2477,중빈도,밝히다,exact
6910,revenge,2022,Revenge,B1,2500,중빈도,"복수, 보복",exact
6911,reverse,2022,Reverse,B1,1887,중빈도,"뒤집다, 반전시키다",exact
6912,revise,2022,Revise,B2,3863,고빈도,수정하다,exact
6913,revive,2022,Revive,B1,1992,중빈도,되살리다,exact
6914,revolution,2022,Revolution,B1,1905,중빈도,"혁명, 회전",exact
6915,reward,2022,Reward,B1,5799,중빈도,보상하다,exact
6916,rhythm,2022,Rhythm,A2,3500,중빈도,"리듬, 박자",exact
6917,ribbon,2022,Ribbon,A1,2800,중빈도,리본,exact
6918,rice,2022,Rice,A1,800,고빈도,"쌀, 밥",exact
6919,rich,2022,Rich,A1,900,고빈도,"부유한, 풍부한",exact
6920,rid,2022,Rid,A2,1680,고빈도,제거하다,exact
6921,ride,2022,Ride,A1,2843,고빈도,타다,exact
6922,ridicule,2022,,,,,,none
6923,right,2022,Right,A1,150,고빈도,"오른쪽, 옳은, 권리",exact
6924,ring,2022,Ring,A2,3715,고빈도,울리다,exact
6925,riot,2022,Riot,B1,2500,중빈도,"폭동, 소요",exact
6926,rise,2022,Rise,A2,2821,고빈도,오르다,exact
6927,risk,2022,Risk,A2,800,고빈도,위험,exact
6928,rival,2022,Rival,B1,1872,고빈도,경쟁자,exact
6929,river,2022,River,A1,300,고빈도,강,exact
6930,road,2022,Road,A1,200,고빈도,"길, 도로",exact
6931,roar,2022,Roar,A2,2228,고빈도,포효하다,exact
6932,roast,2022,Roast,B1,5938,중빈도,굽다,exact
6933,rob,2022,Rob,A2,2000,중빈도,"강탈하다, 훔치다",exact
6934,robot,2022,Robot,A1,2800,중빈도,로봇,exact
6935,rock,2022,Rock,B1,8027,중빈도,흔들다,exact
6936,rocket,2022,Rocket,A1,2500,중빈도,로켓,exact
6937,rod,2022,Rod,A2,3800,중빈도,"막대, 지팡이",exact
6938,role,2022,Role,A2,500,고빈도,역할,exact
6939,romantic,2022,Romantic,A2,1200,중빈도,"낭만적인, 로맨틱한",exact
6940,roof,2022,Roof,A1,700,고빈도,지붕,exact
6941,room,2022,Room,A1,100,고빈도,"방, 공간",exact
6942,root,2022,Root,A1,800,고빈도,뿌리,exact
6943,rope,2022,Rope,A1,900,고빈도,밧줄,exact
6944,rose,2022,Rose,A1,1200,고빈도,장미,exact
6945,rot,2022,Rot,A2,4200,중빈도,"썩다, 부패하다",exact
6946,rough,2022,Rough,A1,1500,고빈도,"거친, 울퉁불퉁한",exact
6947,round,2022,Round,A2,5630,고빈도,반올림하다,exact
6948,route,2022,Route,A2,1200,고빈도,"길, 경로",exact
6949,routine,2022,Routine,A2,1500,고빈도,"일상, 판에 박힌 일",exact
6950,row,2022,Row,A2,2326,고빈도,노를 젓다,exact
6951,royal,2022,Royal,A2,2000,고빈도,"왕의, 왕족의",exact
6952,rude,2022,Rude,A1,987,고빈도,"무례한, 버릇없는",exact
6953,ruin,2022,Ruin,A2,2025,고빈도,"폐허, 파멸",exact
6954,rule,2022,Rule,A1,250,고빈도,"규칙, 법칙",exact
6955,run,2022,Run,A1,2834,최고빈도,달리다,exact
6956,rural,2022,Rural,B1,2900,중빈도,"시골의, 지방의",exact
6957,rush,2022,Rush,A2,3126,고빈도,서두르다,exact
6959,sack,2022,Sack,A2,2500,중빈도,"자루, 해고",exact
6960,sacred,2022,Sacred,B1,2000,중빈도,"신성한, 성스러운",exact
6961,sacrifice,2022,Sacrifice,B2,3220,중빈도,희생하다,exact
6962,sad,2022,Sad,A1,500,고빈도,슬픈,exact
6963,safe,2022,Safe,A1,400,고빈도,안전한,exact
6964,sail,2022,Sail,A2,2325,고빈도,항해하다,exact
6965,salad,2022,Salad,A1,1800,고빈도,샐러드,exact
6966,salary,2022,Salary,A2,1592,고빈도,"급여, 봉급",exact
6967,sale,2022,Sale,A1,900,고빈도,"판매, 할인",exact
6968,salt,2022,Salt,A1,800,고빈도,소금,exact
6969,same,2022,Same,A1,150,고빈도,"같은, 똑같은",exact
6970,sample,2022,Sample,A2,900,고빈도,"견본, 샘플",exact
6971,sand,2022,Sand,A1,1502,고빈도,모래,exact
6972,sandwich,2022,Sandwich,A1,800,고빈도,샌드위치,exact
6973,satellite,2022,Satellite,A2,1800,중빈도,위성,exact
6974,satisfy,2022,Satisfy,A2,5439,고빈도,만족시키다,exact
6975,sauce,2022,Sauce,A1,1500,고빈도,소스,exact
6976,save,2022,Save,A2,2375,고빈도,저장하다,exact
6977,say,2022,Say,A1,80,고빈도,말하다,exact
6978,scale,2022,Scale,A2,1500,중빈도,저울|규모|비늘,exact
6979,scan,2022,Scan,B1,2377,중빈도,스캔하다,exact
6980,scandal,2022,Scandal,B1,2500,중빈도,"추문, 스캔들",exact
6981,scarce,2022,Scarce,B1,4000,중빈도,"부족한, 드문",exact
